uniqueID,universityName,courseTitle,courseDescription,universityDescription
55,UNIVERSITY OF WEST LONDON,BSc (Hons) Information Technology Management for Business (ITMB),"This course in information technology management for business combines IT knowledge and technical ability with developing business and professional skills. This combination addresses the skills gap reported by employers and aims to make graduates of this course highly employable. Throughout the course, you will work on this balance of technical and soft skills, preparing for a rewarding career in management or consultancy roles within the IT industry. Business networking events, live projects and employer-led workshops all contribute to the career focus of this course,In recognition that this course meets industry standards for content, delivery and assessment, it is accredited by the Tech Partnership Degrees as a Tech Industry Gold degree.Scholarships View all scholarshipsInternships","The University of West London (UWL) is a higher education institution offering over 100 undergraduate degrees alongside 82 postgraduate taught courses and 32 research degrees. It has been named the UK's best university for student experience and teaching quality (The Times and Sunday Times Good University Guide (TGUG), 2024).The university has invested over GBP 150 million into the transformation of its teaching, study and leisure facilities. Furthermore, UWL's research is globally recognised, with 80 per cent rated world-leading or internationally excellent (Research Excellence Framework, 2021).Degrees offered by UWL are all career-focused and taught by industry experts. Courses enable students to broaden their knowledge and skillset, whilst also preparing them effectively for life after graduation. UWL has been ranked as Silver overall in the Teaching Excellence Framework (2023), receiving a Gold rating for student experience.International students from over 100 countries form part of the student body, and students enjoy a diverse and friendly academic community. UWL offers an extensive range of support services to support students throughout their study journey; these cover areas including careers, immigration, study skills and health.UWL has campuses in Ealing and Brentford, both in west London. These locations give students easy access to vibrant local areas with parks, shops, restaurants and entertainment venues. Each site is close to train services that can reach the centre of London in less than 30 minutes. "
56,LANCASTER UNIVERSITY,BSc (Hons) Management and Information Technology,"BSc Management and Information Technology is for students interested in business and computer science. The degree looks critically and brings a person-centred approach to modern management ideas and theories of the firm, and how technology is employed across business. Because the digital economy is the driver of global business innovation, our 2022 cohort comprises more than 40 diverse students from 16 countries including UK, Europe, China, India and the rest of the world. Our MIT alumni are in the UK and worldwide.This degree programme is accredited by TechSkills as meeting industry standards for quality and relevance to tech and digital careers. Courses carrying this Tech Industry Gold accreditation provide students with the blend of technical, business and professional skills employers need. On graduation, our Tech Industry Gold students also receive certified skills credentials from TechSkills. If youre interested in business and management, information systems and computer science this flexible degree, delivered by academic and practitioner experts, plays to your strengths and career ambitions.We use real-world examples to question the role of information technology in business. You will learn from our cutting-edge researchers how to manage teams and projects in IT-related business scenarios, apply IT solutions and evaluate technical knowledge. Throughout, you can attend TechSkills events and conferences and benefit from their networking opportunities with employers. Wide-ranging guest practitioner talks provide insight into the technology industry.Your first year provides a strong foundation in Information Systems, Business Analytics and Software Development, and covers key debates in Management, Organisations and Work. You can also study areas such as Entrepreneurship, Marketing and Operations Management.Scholarships View all scholarshipsInternships","Lancaster University is a research-led university located in Lancaster, North-West England. Situated on a spacious green campus, the university is home to a community from around the world with students from over 120 countries. Coming to Lancaster, students will learn from world-leading staff and be part of an international community.Lancaster is a top 15 University in UK league tables:	12th in the Times and Sunday Times Good University Guide 2025	10th in the Complete University Guide 2025	11th in the Guardian University Guide 2025Lancaster is also recognised globally:	5 Star rated by the QS	In the top 150 universities in the world in the QS World University Rankings 2025The university has an extensive network of teaching and research links around the world, many of which provide exciting opportunities for students to study or work abroad. Lancaster has strong links with universities in the US and China and strategic teaching partnerships in China, Germany, Ghana and Malaysia.Lancaster students can take advantage of the university's modern, green campus. Surrounded by woodland that they can explore with paths and trails, the campus has many green spaces that are ideal for moments of calm or somewhere to socialise with friends. In addition to plenty of relaxing green spaces and excellent facilities, on campus there's an art gallery and theatre, cinema, restaurants, cafes, bars, a post office and hair salons. Open 24/7 during term time, the freshly renovated library offers more than 1,200 workspace, silent and quiet study areas to suit all learning styles, and PCs and laptops are available for loan at no cost.In addition to plenty of relaxing green spaces and excellent facilities, on campus there's an art gallery and concert hall, a theatre, cinema, restaurants, cafes, bars, a post office and hair salons."
57,CANTERBURY CHRIST CHURCH UNIVERSITY,BSc (Hons) Business Information Systems with Foundation Year,"A degree in Business Information Systems will help you develop the skills to design and develop IT systems to solve real-world problems.You'll learn how to analyse the requirements for new or replacement systems, and then gain hands-on experience in designing and implementing them. Both the theoretical and the practical skills that you need to design and build software systems to solve real commercial problems will be explored. Alongside practical elements you'll learn about legal requirements and ethical questions associated with the profession, meaning youll enter your career with a wide-ranging understanding of the subject.Our foundation year offers you an alternative pathway to access degree level study. It will improve your computing discipline knowledge, including programming. It will also equip you with the skills you need to excel in studying at undergraduate level.4 yearsScholarships View all scholarshipsInternships","Nestled in the heart of historic Canterbury, Canterbury Christ Church University stands as a beacon of academic excellence, offering a vibrant and inclusive learning environment for students from all walks of life. With a rich heritage dating back to 1962, the university has evolved into a leading institution renowned for its commitment to personalized education and supportive community.At Canterbury Christ Church University, students can choose from an array of diverse courses spanning various disciplines. From undergraduate programs to postgraduate degrees, the university caters to a wide range of academic interests, including business, health and social care, arts and humanities, education, sciences, and more. The courses are designed to equip students with the knowledge, skills, and critical thinking necessary to thrive in their chosen fields.The universitys campus is located in the charming city of Canterbury, known for its historic architecture, bustling streets, and vibrant cultural scene. Situated within close proximity to the iconic Canterbury Cathedral and surrounded by picturesque landscapes, the campus provides an inspiring backdrop for learning and personal growth. Students have access to state-of-the-art facilities, including well-equipped libraries, modern lecture halls, specialized laboratories, and dedicated study spaces, ensuring they have everything they need to excel academically.Recognizing the importance of global perspectives, Canterbury Christ Church University welcomes students from all over the world, fostering a truly international community. International students are supported throughout their academic journey, with dedicated staff who provide guidance on admissions, visas, and cultural integration. The university promotes diversity and cultural exchange through various student organizations, events, and initiatives, enabling students to form lifelong friendships and broaden their horizons.Committed to the holistic well-being of its students, Canterbury Christ Church University offers a wide range of campus facilities and support services. From comprehensive student support centers to counseling services, career guidance, and health clinics, the university prioritizes the physical, mental, and emotional well-being of its students. Additionally, there are numerous extracurricular activities and sports clubs available, encouraging students to pursue their passions, develop new skills, and create a balanced university experience."
58,UNIVERSITY OF BRISTOL,MSc Management (Digitalisation and Big Data),"Our intensive, one-year MSc Management with a specialism in Digitalisation and Big Data is for graduates from a wide range of subject backgrounds. It is not necessary to have any prior academic or practical experience in business or management. This programme is for students who aspire to management-level digital roles within their chosen industry.Our MSc Management pathways provide an introduction to management followed by a detailed exploration of a specific area of management theory and practice, in this case digitalisation and big data. This programme attracts students from around the globe and you will be part of a cohort with a wide variety of backgrounds and interests.Within this MSc pathway, you will develop an in-depth understanding of the digital environments of today's organisations. You will critically evaluate areas including digital business models, big data, data analysis, online services, the implementation of digital applications, and ethics.We aim to guide, teach and develop analytical and confident critical thinkers. You will gain insight into the nature of management and digital business and will be armed with the knowledge to apply management theory to practice. Group work and presentations, often based on industry case studies, allow practical application of theory and develop the teamwork and communication skills expected in today's workplace.Bristol is an entrepreneurial city and home to SETSquared, the world's top university business incubator (UBI Global). You will be taught by leading academics whose research tackles the global societal issues facing modern management. 88% of our business and management research is rated as 'world-leading' or 'internationally excellent' (REF 2021), reflecting its impact in shaping policy and practice.Scholarships View all scholarshipsInternships","The University of Bristol ranks 54th globally, and 9th in the UK (QS World University Rankings (QS), 2025). It is renowned internationally for its provision of world-class education and impactful research. Almost a third of its 32,000 students are from overseas, making the university a diverse community of academic minds.The university ranks twelfth overall in the UK for employment outcomes (QS, 2025), and its graduates are highly sought-after by employers both locally and internationally. Students benefit from dedicated careers support and employability schemes designed to boost their confidence, skills and experience, propelling them towards their professional goals. As a member of the acclaimed Russell Group of universities and the Worldwide Universities Network, the University of Bristol places a strong emphasis on the quality and impact of its research. Across its more than 30 research centres, researchers and students collaborate to provide innovative solutions to pressing global issues, from climate change to human rights.In the Times Higher Education analysis of the Research Excellence Framework (2021), the University of Bristol ranks in the top five in the UK for research. It also appears in the top 30 globally across 29 subject areas in the QS World University Rankings by Subject (2025).Outside of academia, the university boasts an abundance of activities for students to enjoy, with its active students' union running over 350 clubs and societies. Off-campus, students can explore the vibrant, historic, and diverse city of Bristol, regularly named one of the UK's best cities to live in."
59,CARDIFF UNIVERSITY,MSc Computing and IT Management,"Designed for graduates who want to move into computing from another discipline, the MSc Computing and IT Management provides you with a broad technical knowledge and a sound business context for managing IT systems. Through this course you will learn the skills needed to develop business applications through a fundamental understanding of software and web development, e-commerce and database management. You will also gain an understanding of the professional skills required to lead IT managers by working as a part of a team on a business change project. You will have the option of learning about new and emerging technologies, such as cloud computing, that are radically changing the opportunities and threats for the provision of IT systems. You may also opt for human-centric computing which focuses on defining and delivering effective information systems from a human-centric perspective. You also have the option of learning the knowledge and skills required to create interactive visualisations and explanations of data. On successful completion of the taught phase you will move to the dissertation phase. This provides the opportunity of developing your research skills and applying technical and management concepts and techniques to solve a complex computing problem. This one-year course offers a balanced combination of theory and practice, and can serve either as preparation for a career as an IT professional, doctoral research, or as a self-contained advanced qualification in its own right. Recent graduates from the MSc Computing and IT Management course have gained employment in roles such as systems and business analysts, quality assurance testers, IT consultants and project managers. Graduates are employed by organisations of all sizes locally, nationally, and internationally.Scholarships View all scholarshipsInternships","Established in 1883, Cardiff University is one of Britain's leading institutions and a member of the prestigious Russell Group of 24 research-intensive universities in the UK.Recognised for its innovation, academic excellence, cutting-edge research, and high student satisfaction, the university creates real-world experience and employment opportunities for its students. Cardiff University has many industry partnerships with large corporations, government bodies, and international organisations.Being the 13th largest university in the UK in terms of student numbers, Cardiff welcomes over 7,500 international students from 138 countries every year. It is a truly global collaborative space with a vibrant and inspiring academic community, fostering joint research with over 200 leading institutions and organisations worldwide.Cardiff has made major investments in its campus facilities, building a learning environment that encourages creativity, critical thinking, and collaboration, while keeping the student experience fresh. The campus has 16 libraries, 2,500 flexible study spaces, and state-of-the-art research labs, along with excellent support services for students.Cardiff, the capital of Wales, is known for being friendly, welcoming, and diverse. It is the 2nd most affordable university city in the UK according to NatWest Student Living Index 2023.Stunning beaches, national parks, and mountains are all easily accessible, complementing a city renowned for its vibrant arts, culture, culinary delights, excellent shopping, and world-class sporting events.Cardiff is the UK's 11th largest city and is only 2 hours away from London and Birmingham. Moreover, it has a historic and multidimensional relationship between India and Wales, with ongoing, mutually beneficial partnerships in business, education, culture, travel and sports."
60,UNIVERSITY OF GLASGOW,MSc Information Technology,"The Masters in Information Technology is an intensive, practically oriented taught postgraduate programme which will equip you with advanced IT skills. This is a conversion degree programme intended for students without a computing science background. You will apply your knowledge and skills by conducting a development project. The School is a member of the Scottish Informatics and Computer Science Alliance: SICSA. This collaboration of Scottish universities aims to develop Scotland's place as a world leader in Informatics and Computer Science research and education. The School of Computing Science has extensive contacts with industrial partners who contribute to several of their taught courses, through active teaching, curriculum development, and panel discussion. Recent contributors include representatives from IBM, J.P. Morgan, Amazon, Adobe and Red Hat. During the programme students have an opportunity to develop and practice relevant professional and transferable skills, and to meet and learn from employers about working in the IT industry. You will have opportunities to meet employers who come to make recruitment presentations and often seek to recruit our graduates during the programme. You will benefit from having 24-hour access to a computer laboratory equipped with state-of-the-art hardware and software. Modes of delivery of the MSc in Information Technology include lectures, seminars and tutorials and allow students the opportunity to take part in lab, project and team work.Former students are now employed in the chemical, electronics, travel, food, and oil industries, in banking and insurance, in software houses, in retailing, in education, in the health service, in management consultancy, in civil engineering, and in other sectors. Some graduates apply their newly-acquired IT skills within their existing careers, or move into research or teaching. Graduates of this programme have gone on to work for companies such as Tesco Bank, JP Morgan and Fujitsu. Positions include Graduate Software Developer, Project Managers, Web Developers and Business Consultants.Scholarships View all scholarshipsInternships","Transnational education (TNE), as defined at University of Glasgow (UofG), is the mode of teaching delivery by which students around the world are given the opportunity to study in their own country for a University of Glasgow degree. Currently numbering 10% of our total student population, TNE students are a valuable part of our international UofG community. Since 2011, UofG has been engaged with TNE delivery. We are proud of our three successful TNE partnerships, offering a range of programmes to students in China and Singapore at both undergraduate and postgraduate level. At Glasgow we are proud of our alumni community of almost 300,000 graduates stretching across the globe. The University of Glasgow experience connects us all and creates a world-changing, vibrant and generous network. Our connection is lifelong and we hope that you continue to stay in touch and benefit from the many opportunities being part of our community brings, including through events, networking and volunteering."
61,UNIVERSITY OF ST ANDREWS,MSc in Information Technology with Management,The MSc in Information Technology with Management provides students from disciplines other than business and management with the knowledge and the analytical and critical skills needed to manage the information and communication technologies that underpin all successful business practice.Scholarships View all scholarshipsInternships,"The University of St Andrews is committed to advancing gender equality representation, progression and success in higher education and research. It is a unique and captivating place, and is a key part of its charm. Seven centuries of history link the students with the town, leading to the ancient and yet modern institution apparent today. It is Scotlands first university and the third oldest in the English speaking world. Teaching began in the community of university in 1410. Today, the university offers a flexible degree structure based on student’s choice of subject specialism or research, creating an environment which nurtures inquisitive minds and a culture of shared learning.Studying at St Andrews is a unique experience. Before beginning a degree or programme at the University, students can read about the different degree routes, programmes, Faculties and Schools. The study options for undergraduates, including the variety of entry points and flexible degree structure. It offers a range of taught and research postgraduate programmes, as well as international collaborative courses. Students belong to one of the Universitys four Faculties, which are the Faculty of Arts, the Faculty of Divinity, the Faculty of Medicine, and the Faculty of Science. It offers opportunities for students to spend a semester or year abroad, and for students from other institutions around the world to study at St Andrews.The town of St Andrews offers a wealth of services and facilities. The University works hard to maintain a good relationship between all residents from members of staff and their families, to students and the rest of the local community. Situated just inside the Main Library, the Library Cafe is a bright and pleasant space to take a break or meet up with friends."
62,UNIVERSITY OF ABERDEEN,MSc Information Technology with Cybersecurity,"Drawing on the University's expertise in both Information Technology and Cybersecurity, this conversion programme is aimed at preparing graduates from a non-computing science background for a career as a software developer or IT professional with enhanced knowledge of network and information security.This conversion programme is designed for students from an Arts & Humanities, Social Science, Business, or Science background, who wish to enter a new career in the IT and software development sector.The curriculum includes a broad range of topics, from programming, developing online tools, the security concerns within modern software design and how people interact with software. You will explore critical areas of IT administration and software development  skills that are in high demand across almost every industry sector, from energy, finance, technology and marketing to manufacturing, engineering, health, and retail. You will also receive a comprehensive introduction to techniques used to protect against identity theft, data breaches, fraudulent scams and other online threats users and organisations face today.The Department of Computing Science provides multiple opportunities for you to develop your skills and expertise beyond the classroom through a range of activities taking place on campus and in the city, including monthly meetups, quarterly co-design hack events, and other activities where you can collaborate with professional developers and designers.Scholarships View all scholarshipsInternships","The third oldest university in Scotland and the fifth oldest university in the UK, the University of Aberdeen welcomes a community of over 14,000 students from over 130 countries. It is a top 15 UK university according to the Guardian University Guide 2025 and Times and Sunday Times Good University Guide 2025 and ranks second for student satisfaction across Scotland, Wales and Northern Ireland in the National Student Survey 2024.Aberdeen has been recognised as a premier research-led institution for its contributions in addressing real-world challenges, with five Nobel Laureates and has a vast community of alumni across the globe. The university has received the prestigious Queen's Anniversary Prize - the highest honour in UK further and higher education - on two occasions. It was at Aberdeen that the first colour photography was developed and research into developing the world's first MRI scanner was carried out.The Old Aberdeen and Foresterhill Medical campuses are the major centres of learning and research. Students can choose from a vast range of programmes available from across 12 schools. The university focuses on the professional development of every student. Its programmes are designed based on industry needs, and graduates are welcome to access the full range of appointments available through the Careers and Employability Service for as long as they need them.Aberdeen is a city rich in culture and history, surrounded by beautiful countryside and coastlines, and has been named one of the safest university cities in the UK. The university offers outstanding sports facilities, including Aberdeen Sports Village and the Olympic standard aquatic centre. Students can also enjoy the many services and amenities available across campus and through AUSA, the students' association.There are a wide range of scholarships available for those studying at the University of Aberdeen, designed to help students support themselves during their time at university."
63,UNIVERSITY OF SUSSEX,MSc Management of Information Technology,"Learn how to design, evaluate and apply information technology systems in a business setting. Youll take account of human, organisational and strategic factors.Youll develop your skills in:exploring theories relating to IT management as an innovative resourceresearching current practiceanalysing IT system trends, methodologies and interfacescommunicating concepts, designs and evaluation within a technical environment.We offer two pathways through this MSc:Pathway A is for you if your background is in management or information systemsPathway B is for you if your background is in computer science, programming or software engineering.Youll be taught by the Department of Informatics and the Department of Management at the University of Sussex Business School.Scholarships View all scholarshipsInternships","The University of Sussex is a leading research intensive university near Brighton and claims a unique place among British universities. The university has both international and local outlook, with staff and students from various countries and frequent engagement in community activities and services. Students can join a community of staff and students from different countries on the Brighton campus. Sussex offers degrees and exchange programmes to summer school, university preparation and English language courses. Students are taught by experts and learn with students from across the world. The university uses research led teaching, a unique location and a strong sense of purpose to broaden its students perspectives. Students can choose from over 500 undergraduate and postgraduate courses and join the thriving student community. It also offers range of scholarships and funding opportunities for international students.The University is located at Falmer on the outskirts of Brighton, within easy reach of London and major international airports at Gatwick and Heathrow. Nine minutes from Brighton, an hour from London and surrounded by the stunning South Downs National Park, the single site campus is designed to make sure that students get the most from their time at Sussex."
64,UNIVERSITY OF ST ANDREWS,MSc in Computing and Information Technology,"The MSc in Computing and Information Technology develops students' critical understanding of the issues associated with using computing systems and their impact on business processes and project management. It also gives students without prior programming experience the opportunity to gain programming skills in a modern software development environment. The MSc in Computing and Information Technology is a one-year taught programme run by the School of Computer Science. The course consists of two semesters of taught components followed by an 11-week project leading to the submission of a 15,000-word dissertation in August.Scholarships View all scholarshipsInternships","The University of St Andrews is committed to advancing gender equality representation, progression and success in higher education and research. It is a unique and captivating place, and is a key part of its charm. Seven centuries of history link the students with the town, leading to the ancient and yet modern institution apparent today. It is Scotlands first university and the third oldest in the English speaking world. Teaching began in the community of university in 1410. Today, the university offers a flexible degree structure based on student’s choice of subject specialism or research, creating an environment which nurtures inquisitive minds and a culture of shared learning.Studying at St Andrews is a unique experience. Before beginning a degree or programme at the University, students can read about the different degree routes, programmes, Faculties and Schools. The study options for undergraduates, including the variety of entry points and flexible degree structure. It offers a range of taught and research postgraduate programmes, as well as international collaborative courses. Students belong to one of the Universitys four Faculties, which are the Faculty of Arts, the Faculty of Divinity, the Faculty of Medicine, and the Faculty of Science. It offers opportunities for students to spend a semester or year abroad, and for students from other institutions around the world to study at St Andrews.The town of St Andrews offers a wealth of services and facilities. The University works hard to maintain a good relationship between all residents from members of staff and their families, to students and the rest of the local community. Situated just inside the Main Library, the Library Cafe is a bright and pleasant space to take a break or meet up with friends."
65,UNIVERSITY OF ABERDEEN,MSc Information Technology,"The MSc degree programme in Information Technology (IT) is a suitable programme for individuals with, or without a computing science background.This programme is particularly attractive to two types of students. This is suitable for those from an Arts and Social Sciences background, or other branches of the physical sciences, including computing, and want to build on expertise developed elsewhere. This is also a suitable route to make a career change into Information Technology and software development. In either case, this is a degree to start your career in the ever growing IT, computing, and software development field, which always has vacancies to fill.This is a well-established and highly regarded programme which allows you to develop skills in web and applications design, including key aspects of security.Key areas of IT administration and software development are examined. From the administration side we cover database development, enterprise computing, cloud computing, and security and project management. From the software development side we cover programming, human-centred design, testing, and a wide-range of agile development theory and practices. It has consistently evolved to reflect changes in technology and the demands of industry so you can be assured of a current degree programme.Scholarships View all scholarshipsInternships","The third oldest university in Scotland and the fifth oldest university in the UK, the University of Aberdeen welcomes a community of over 14,000 students from over 130 countries. It is a top 15 UK university according to the Guardian University Guide 2025 and Times and Sunday Times Good University Guide 2025 and ranks second for student satisfaction across Scotland, Wales and Northern Ireland in the National Student Survey 2024.Aberdeen has been recognised as a premier research-led institution for its contributions in addressing real-world challenges, with five Nobel Laureates and has a vast community of alumni across the globe. The university has received the prestigious Queen's Anniversary Prize - the highest honour in UK further and higher education - on two occasions. It was at Aberdeen that the first colour photography was developed and research into developing the world's first MRI scanner was carried out.The Old Aberdeen and Foresterhill Medical campuses are the major centres of learning and research. Students can choose from a vast range of programmes available from across 12 schools. The university focuses on the professional development of every student. Its programmes are designed based on industry needs, and graduates are welcome to access the full range of appointments available through the Careers and Employability Service for as long as they need them.Aberdeen is a city rich in culture and history, surrounded by beautiful countryside and coastlines, and has been named one of the safest university cities in the UK. The university offers outstanding sports facilities, including Aberdeen Sports Village and the Olympic standard aquatic centre. Students can also enjoy the many services and amenities available across campus and through AUSA, the students' association.There are a wide range of scholarships available for those studying at the University of Aberdeen, designed to help students support themselves during their time at university."
66,SHEFFIELD HALLAM UNIVERSITY,MSc Information Technology Management,"Gain a rounded knowledge with a mix of IT training and management theory. Apply your skills on a course angled toward real-world scenarios. Learn to develop, design and manage IT systems and technologies Gain competencies and skills working with the latest SAP S/4 HANA. Youll have an opportunity to gain industry experience (up to 12 months placement option). Sheffield Hallam is a member of SAP University Alliance. Digital technologies such as digital platforms, intelligent enterprise systems and enabling technologies dramatically transform nearly all organisations and industries. In order to capture the value and benefits of digital technologies, private and public sectors are adopting holistic change efforts to survive in their industries and be ahead of competitors. This course addresses digital transformation by exploring digital technologies, the latest enterprise system applications and relevant implementation challenges, Critical Success Factors (CSFs) through case studies.Scholarships View all scholarshipsInternships","Sheffield Hallam University is a diverse and inclusive institution, welcoming around 37,000 students from over 120 countries. It transforms lives through award-winning teaching, exceptional student support, and real-world work experience opportunities.The university offers high-quality, applied degree programs that are designed in collaboration with industry experts. Every student is guaranteed work experience each year, equipping them with the hands-on skills and knowledge that employers value.Recognised with a TEF Gold rating for teaching excellence, Sheffield Hallam's courses are delivered by passionate industry professionals who challenge students to excel both in the classroom and in real-world applications. Students are empowered to thrive academically and professionally, with state-of-the-art facilities and inspiring learning environments, Three new buildings, featuring world-class teaching, learning, and research facilities, will open in the next academic year. These buildings will offer flexible, digital-ready learning spaces, social areas, and spots to eat and relax, providing an enhanced student experience.Sheffield was voted one of the UK's top ten student cities by the Student Crowd (2024) and was named the UK's greenest city (NatWest's Green Cities Report 2021). The city is surrounded by the Peak District National Park, offering a perfect blend of urban life and outdoor adventure. Additionally, Sheffield Hallam has been named 4th most affordable university in the UK according to The Times (2023), based on average costs of weekly rent, food, drink and transport.Sheffield Hallam fosters a welcoming environment for international students from the moment they arrive. With airport pick-up services, a comprehensive orientation program, and a variety of events, the university ensures students feel at home and quickly settle into life in Sheffield."
67,SHEFFIELD HALLAM UNIVERSITY,MSc Information Technology Management with Placement Year,"Gain a rounded knowledge with a mix of IT training and management theory. Apply your skills on a course angled toward real-world scenarios. Learn to develop, design and manage IT systems and technologies. Gain competencies and skills working with the latest SAP S/4 HANA. Youll have an opportunity to gain industry experience (up to 12 months placement option). Sheffield Hallam is a member of SAP University Alliance. Digital technologies such as digital platforms, intelligent enterprise systems and enabling technologies dramatically transform nearly all organisations and industries. In order to capture the value and benefits of digital technologies, private and public sectors are adopting holistic change efforts to survive in their industries and be ahead of competitors. This course addresses digital transformation by exploring digital technologies, the latest enterprise system applications and relevant implementation challenges, Critical Success Factors (CSFs) through case studies.Duration- 2 year with placement yearScholarships View all scholarshipsInternships","Sheffield Hallam University is a diverse and inclusive institution, welcoming around 37,000 students from over 120 countries. It transforms lives through award-winning teaching, exceptional student support, and real-world work experience opportunities.The university offers high-quality, applied degree programs that are designed in collaboration with industry experts. Every student is guaranteed work experience each year, equipping them with the hands-on skills and knowledge that employers value.Recognised with a TEF Gold rating for teaching excellence, Sheffield Hallam's courses are delivered by passionate industry professionals who challenge students to excel both in the classroom and in real-world applications. Students are empowered to thrive academically and professionally, with state-of-the-art facilities and inspiring learning environments, Three new buildings, featuring world-class teaching, learning, and research facilities, will open in the next academic year. These buildings will offer flexible, digital-ready learning spaces, social areas, and spots to eat and relax, providing an enhanced student experience.Sheffield was voted one of the UK's top ten student cities by the Student Crowd (2024) and was named the UK's greenest city (NatWest's Green Cities Report 2021). The city is surrounded by the Peak District National Park, offering a perfect blend of urban life and outdoor adventure. Additionally, Sheffield Hallam has been named 4th most affordable university in the UK according to The Times (2023), based on average costs of weekly rent, food, drink and transport.Sheffield Hallam fosters a welcoming environment for international students from the moment they arrive. With airport pick-up services, a comprehensive orientation program, and a variety of events, the university ensures students feel at home and quickly settle into life in Sheffield."
68,CARDIFF METROPOLITAN UNIVERSITY,MSc/PgD/PgC - Computing and Information Technology,"This Master's degree in Information Technology Management will equip you with the competences to manage converging information technologies in order to meet business management goals.Your learning will be directly applicable to the modern workplace, where technology is ubiquitous and essential to maintain a competitive edge. Modules in project management, with an emphasis on technology and risk, provide a solid grounding before moving on to address the increasingly important information security and data analysis. Business processes are covered, as well as key information management tools.Scholarships View all scholarshipsInternships","University is about more than just earning a degree. It's about students finding a place where they can thrive, and make friends that become family. Where students are both challenged and nurtured, instilling in them a sense of confidence and belonging that remains long after graduation.Cardiff Metropolitan University is the home of new beginnings and bright futures. The university is located in the capital city of Wales, a compact and easy-to-navigate city, full of culture, adventure, good food and sport, and a large student population that thrives in the city's fun and vibrant atmosphere. As a capital city, Cardiff also hosts a number of festivals, sporting and cultural events throughout the year that bring together people of all ages and backgrounds.Cardiff Met supports a close-knit community of students from over 100 countries, giving plenty of opportunities to make lasting friendships with different people from all over the world.International students benefit from having a dedicated team on hand to support them throughout their university studies – everything from choosing the correct visa to finding accommodation.And to help get settled in, overseas students are invited to take part in the international student induction programme, where they'll be introduced to other students, key members of staff and take a tour of the city.The university also organises many activities and trips, especially for international students, throughout the year. It's about celebrating cultural diversity, making new friends and experiencing all the great things the UK has to offer.Cardiff Met is a leading university for student sport, offering excellent facilities and an extensive range of activities to cater for everyone from elite athletes to students, staff and the wider community. Cardiff Met students compete at the highest level in the British Universities & College Sport (BUCS) leagues, regularly winning championships across a wide range of sports."
69,CARDIFF UNIVERSITY,MSc Computing and IT Management with Placement,"The with placement programme provides the opportunity to undertake a 7-10 month experience as an IT professional for students who successfully find a suitable placement. Designed for graduates who want to move into computing from another discipline, MSc Computing and IT Management provides you with a broad technical knowledge and a sound business context for managing IT systems. Through this course you will learn the skills needed to develop business applications through a fundamental understanding of software and web development, e-commerce and database management. You will also gain an understanding of the professional skills required to lead IT managers by working as a part of a team on a business change project. You will have the option of learning about new and emerging technologies, such as cloud computing, that are radically changing the opportunities and threats for the provision of IT systems. You may also opt for human-centric computing which focuses on defining and delivering effective information systems from a human-centric perspective. You also have the option of learning the knowledge and skills required to create interactive visualisations and explanations of data. Students may choose to apply for a paid 7-12 month professional work placement to be undertaken on completion of Spring semester and before completing the MSc course with a 60-credit dissertation. This provides valuable work experience to develop your IT Professional skills. Recent graduates from the MSc Computing and IT Management course have gained employment in roles such as systems and business analysts, quality assurance testers, IT consultants and project managers. Graduates are employed by organisations of all sizes locally, nationally, and internationally. Mode - Full-time with sandwich yearScholarships View all scholarshipsInternships","Established in 1883, Cardiff University is one of Britain's leading institutions and a member of the prestigious Russell Group of 24 research-intensive universities in the UK.Recognised for its innovation, academic excellence, cutting-edge research, and high student satisfaction, the university creates real-world experience and employment opportunities for its students. Cardiff University has many industry partnerships with large corporations, government bodies, and international organisations.Being the 13th largest university in the UK in terms of student numbers, Cardiff welcomes over 7,500 international students from 138 countries every year. It is a truly global collaborative space with a vibrant and inspiring academic community, fostering joint research with over 200 leading institutions and organisations worldwide.Cardiff has made major investments in its campus facilities, building a learning environment that encourages creativity, critical thinking, and collaboration, while keeping the student experience fresh. The campus has 16 libraries, 2,500 flexible study spaces, and state-of-the-art research labs, along with excellent support services for students.Cardiff, the capital of Wales, is known for being friendly, welcoming, and diverse. It is the 2nd most affordable university city in the UK according to NatWest Student Living Index 2023.Stunning beaches, national parks, and mountains are all easily accessible, complementing a city renowned for its vibrant arts, culture, culinary delights, excellent shopping, and world-class sporting events.Cardiff is the UK's 11th largest city and is only 2 hours away from London and Birmingham. Moreover, it has a historic and multidimensional relationship between India and Wales, with ongoing, mutually beneficial partnerships in business, education, culture, travel and sports."
