courseTitle,courseLink,universityName,universityLink,universityRanking,ieltsMarks,minimumGPA,universityLocation,courseLevel,tutionFee,courseDuration,entryRequirements,courseDescription,universityDescription,__v,_id.$oid,country,courseLevelSimplified,tuitionFeeUSD,toefl_ibt
Master of Science in Information Technology - IT Management,/universities-and-colleges/california-state-university-fullerton/master-of-science-in-information-technology-it-management/PRG-US-00410008/,CALIFORNIA STATE UNIVERSITY - FULLERTON,/universities-and-colleges/california-state-university-fullerton/IID-US-00947/,,6.5,3.0,"Fullerton, United States",Masters Degree,USD19164 (2025),3 Semester(s),"Official Transcripts are required from the university where the bachelor’s degree is earned. Submit a word-for-word certified English translation along with the Official original-language transcripts.
Have earned a cumulative grade-point average of at least 2.5 from the last degree completed by the candidate or have attained a grade-point average of at least 2.5 (A=4.0) in the last 60 semester (90 quarter) units attempted.
Satisfactory GPA and a satisfactory score on the Graduate Management Admission Test (GMAT) or Graduate Record Exam (GRE). Preferential admission will be given to applicants who have an overall GMAT or GRE score in the 50th percentile or above, and who have a GPA of at least 3.0
A bachelor’s degree with a major in business administration, equivalent to the degree as offered at CSUF. The degree must include calculus equivalent to passing MATH 135 with a “C” (2.0) or better. Students with a bachelor’s degree in a field other than business administration are eligible to apply, however such students will be required to complete additional courses or demonstrate proficiency.
Recommendation from the ISDS Admission Committee based upon a review of the above requirements, the student’s “Statement of Purpose” and prior work experience. Additional coursework may be required of conditionally admitted students who holistically satisfy the criteria but are weak in one of the above areas
TOEFL pBT-550, TOEFL iBT - 80, IELTS - 6.5","The Master of Science in Information Technology is for professionals interested in furthering their knowledge in the areas of information technology management and data science. In addition to technical and theoretical knowledge, MSIT students develop the ability to communicate effectively in synchronous and asynchronous online environments, thus ensuring that they are well-prepared for all modes of modern management practice. Collectively, graduates from the program are able to perform a wide variety of job functions, including managing and capitalizing on new and existing technologies, and aligning organizational strategies with technological strategies for the purpose of improving organizational decision-making. The Information Systems and Decision Sciences Department offers courses in Information Systems, Decision Sciences and Business Analytics. Information systems are computer-based systems that aid management in making decisions and assist in implementing and controlling management policies. They are used in business, industry and government operations. Applications include airline reservations, banking transactions, crime prevention networks, election returns, real estate assessment, tax records, newspaper databases, sports statistics and computer assisted learning.Scholarships View all scholarshipsInternships","California State University, Fullerton (also known as Cal State Fullerton or CSUF), is one of the leading campuses of the California State University system. Ranking 133rd overall in the USA, rising to 70th place for top public schools (U.S. News & World Report (USNWR), 2024), the university offers 57 undergraduate and 63 graduate degree programs.Degrees are offered across eight colleges that offer 120 exceptional programs, and all the programs have been created, nurtured and grown by faculty committed to delivering intriguing and immersive learning experiences that will fuel the students' interests and inspire new ones. The eight colleges at CSUF are:	College of the Arts	College of Business and Economics	College of Communications	College of Education	College of Engineering and Computer Science	College of Health and Human Development	College of Humanities and Social Sciences	College of Natural Sciences and MathematicsStudent success is paramount at CSUF, with employability built into every program. Many courses include significant experiential learning opportunities with classes taught by experts in the field. Outside the classroom, students benefit from exemplary support across their academic and personal lives and can join student clubs, organizations, and sporting teams.The campus boasts a robust calendar of activities suited for various interests and pursuits.Cal State Fullerton is a diverse and multicultural university positioned conveniently in Southern California, only a short distance from Los Angeles International Airport. The campus is about 20 miles (30 km) from stunning beaches along the Pacific Coast. The campus is also close to a wide range of ethnic neighborhoods boasting many cuisines and cultural activities and celebrations.",0,682b5180a519576ae0a8ec20,US,Postgraduate,19164.0,79.0
Master of Business Administration - Information Technology,/universities-and-colleges/university-of-massachusetts-lowell/master-of-business-administration-information-technology/PRG-US-00443881/,UNIVERSITY OF MASSACHUSETTS - LOWELL,/universities-and-colleges/university-of-massachusetts-lowell/IID-US-00280/,,7.0,3.0,"Lowell, United States",Masters Degree,USD27706 (2025),4 Semester(s),Application DeadlineThe application deadline isn't available Speak to an IDP counsellor for more detailed information,"The highly acclaimed Master of Business Administration Degree at UMass Lowell will prepare you to lead organizations in today's rapidly changing business environment. Offered through the AACSB-accredited Manning School of Business, you can tailor your MBA to your career goals and interests by selecting from options in business analytics, finance, marketing and more. The flexibility of our MBA allows you to attend full- or part-time and complete any course on-campus or online. UMass Lowell's MBA alums are leading companies in the financial, life sciences, technology and defense sectors. With significant real-world connections, our program offers internship experiences and connections to graduates leading Fortune 500 and innovative start-up companies.Scholarships View all scholarshipsInternships","The University of Massachusetts Lowell (UMass Lowell) is a nationally ranked public research university located in a beautiful riverside location in Lowell, Massachusetts.For more than a century, UMass Lowell has delivered superb educational programming while preparing students to take on key roles in a variety of professional industries, solving real-world challenges and making a positive impact on communities in the United States and around the world.UMass Lowell is one of the leading institutions in the U.S., part of the Massachusetts public university system, and the second-largest public institution in the state. The university offers a variety of study options including more than 120 bachelor's degrees, 43 master's degrees and 25 doctoral degree programs spanning a wide range of subject areas. Popular and highly rated programs include those within business, engineering, computer science, criminal justice, health sciences and technology.Its success has been recognized by multiple national academic ranking publications, including The Wall Street Journal, which named UMass Lowell the number one Public University in Massachusetts in 2023, and U.S. News & World Report, which awarded the university a public university ranking of 81.The University of Massachusetts Lowell is home to approximately 17,500 students from all 50 U.S. states and more than 118 countries worldwide. The university offers high research activity and is ranked among the top 200 research universities in the United States, according to U.S. News & World Report.UMass Lowell is committed to excellence in teaching, research and community engagement, and offers invaluable practical undergraduate and graduate academic programs and exceptional postgraduate work experiences.",0,682b518ba519576ae0a8ec22,US,Postgraduate,27706.0,94.0
Master of Science in Computer Science and Information Technology - Information Technology,/universities-and-colleges/sacred-heart-university/master-of-science-in-computer-science-and-information-technology-information-technology/PRG-US-00250559/,SACRED HEART UNIVERSITY,/universities-and-colleges/sacred-heart-university/IID-US-00055/,,6.5,3.0,"Fairfield, United States",Masters Degree,USD34740 (2025),15 Month(s),"Official transcripts from all undergraduate institutions.
2 Letters of recommendation
Professional resume
Applicants typically admitted have a minimum Bachelor’s grade point average (GPA) of 3.0 (based on the traditional USA 4.0 scale).
Academic IELTS- 6.5
TOEFL iBT- 80","The information technology (IT) track is designed specifically to accommodate the dynamic demands of the contemporary marketplace. With the exponential growth of the Internet and the wide-ranging ramifications of the accompanying technologies, the IT track will prepare individuals for careers that utilize, or are affected by, the latest technological advances and methods of modern business and industry. The innovative information technology concentration is designed to prepare you for today's data- and technology-focused workplace as well as be prepared for a leadership role in the IT industry. This track requires completion of a minimum of 36 credit hours of graduate-level coursework. Students may be required to complete an additional 6 credit hours of prerequisite coursework. However, students with an undergraduate degree in Computer or Information Science may receive waivers for some courses. Course waivers are not granted for work experience.Scholarships View all scholarshipsInternships","Sacred Heart University was founded in 1963 by the Most Reverend Walter W. Curtis, second bishop of the Diocese of Bridgeport, to provide an institution of higher education that would serve the people of the diocese and region, regardless of sex, race, creed or religion. It is the first Catholic University in America to be led and staffed by lay people. Signs of the University’s growth and vibrancy are evident. New degree programs and majors in relevant disciplines are regularly added to the curriculum, and the University now offers more than 80 undergraduate, graduate, doctoral and certificate programs on its main campus in Fairfield and satellites in Stamford, Luxembourg and Ireland.SHU have over 100 of social, academic, leadership, service, media, multicultural and performing arts clubs and organizations. An ever-widening outreach to the community balances the University’s commitment to academic excellence. Last year 2,500 students, faculty and staff volunteered more than 50,000 hours of service in the community through opportunities such as academic mentoring and tutoring in the Bridgeport Public Schools, programs such as CURTIS Week, Community Connections and Habitat for Humanity. University is rooted in the Catholic intellectual tradition and the liberal arts, embraces a vision for social justice and educates students in mind, body and spirit to prepare them personally and professionally to make a difference in the global community. Additionally, Sacred Heart University aspires to achieve prominence through innovative teaching and learning while cultivating a campus community that is recognized as caring and creative.The main campus of the university is located in Fairfield, Connecticut which is less than 60 miles from Manhattan and approximately 150 miles from Boston that is spread across more than 100 acres, with an additional 200 nearby acres including a University-owned golf course, and West Campus.",0,682b5196a519576ae0a8ec24,US,Postgraduate,34740.0,80.0
Master of Science in Information Technology,/universities-and-colleges/worcester-polytechnic-institute/master-of-science-in-information-technology/PRG-US-00019834/,WORCESTER POLYTECHNIC INSTITUTE,/universities-and-colleges/worcester-polytechnic-institute/IID-US-00124/,THE World Ranking: 601,7.0,3.0,"Boston, United States",Masters Degree,USD28980 (2025),4 Semester(s),"All required application credentials should be uploaded electronically through the application. WPI accepts unofficial transcripts during the application process. All international applicants must upload a copy of their original transcript in the official language as well as an English translation to their application. Paper documents mailed will be discarded.
Applicants who enroll at WPI will be required to submit final and official transcripts from any university that issued a degree or where classes were taken towards a degree. Mailed final and official transcripts will be accepted.
The Business Masters programs require a minimum TOEFL iBT score of 90, TOEFL Essentials score of 8.5, IELTS score of 7 (minimum sub-score of 6.5), or Duolingo score of 115.
Several WPI programs require or strongly recommend the GRE. Please review the application requirements page to identify if the test is required. There are no minimum GRE scores, but the average for admitted students is typically 150 verbal, 165 quantitative, and 3.0 analytical.","The demand for IT professionals who understand business and the emerging focus on business analytics has never been greater. As a student in WPI's master's in information technology program, youll be immersed in the information technology, business analytics, and comprehensive management principles necessary for understanding the application of IT to business. You will learn how to create business opportunities by leveraging existing and emerging information technology and analytics tools and learning how to use that information in business applications. The information technology MS program will transform you into an IT professional who can take on a leadership role at the forefront of technological and business innovations. WPI's master's in information technology is currently offered both on-campus and online for full-time and part-time students.Scholarships Internships","Worcester Polytechnic Institute was founded in 1865 to create and convey the latest science and engineering knowledge in ways that are most beneficial to society. It’s founding mission is to provide an education that balances theory with practice. Worcester Polytechnic was among the first universities in the United States to incorporate project based learning in its undergraduate curriculum, requiring students to apply their acquired skills, knowledge, and abilities to develop solutions for real world problems. The Institute offers more than 50 undergraduate and graduate degree programs in science, engineering, technology, business, the social sciences, and the humanities and arts, leading to bachelor’s, master’s, and doctoral degrees. Graduate research programs include robotics, materials science, cyber security, and learning sciences and technology. It invests in research in critical areas, seeking solutions to important and socially relevant problems in such diverse fields as fire protection engineering, life sciences and bioengineering, energy and data science. The world class faculty is both renowned and accomplished and they are accessible, priding themselves on the quality time they invest in their students. Worcester Polytechnic is located in the heart of Worcester, New England’s second largest city, about 40 miles west of Boston. It offers the charm and ease of a college town with the convenience of urban living. The city’s convenient location in central Massachusetts provides easy highway access to Boston, Providence, and Hartford.",0,682b51a6a519576ae0a8ec26,US,Postgraduate,28980.0,90.0
Master of Science in Information Technology,/universities-and-colleges/rensselaer-polytechnic-institute/master-of-science-in-information-technology/PRG-US-00030940/,RENSSELAER POLYTECHNIC INSTITUTE,/universities-and-colleges/rensselaer-polytechnic-institute/IID-US-00198/,THE World Ranking: 401,6.5,3.0,"Troy, United States",Masters Degree,USD60360 (2025),3 Semester(s),"For admission to graduate study, an applicant must have a U.S. bachelor’s degree or the equivalent of a U.S. bachelor’s degree prior to enrollment.
Transcripts and Degrees must be in English (all post-secondary education, including transcript keys). 
Unofficial transcripts should be uploaded to your graduate application. The minimum requirement for admission consideration is the completion and award of a four year U.S. bachelor's degree, or its equivalent, by the time of planned enrollment. 
Personal Statement
Resume or curriculum vitae
Two letters of recommendation
Portfolio, if required by department

TOEFL score of 88 iBT
IELTS score of 6.5","The Rensselaer M.S. in Information Technology balances the study of management strategies and technology leadership with advanced course work in an IT concentration. Students complete a suite of core and capstone courses and also select three to five additional courses to complete their concentrations. Professional and research tracks are offered for the M.S. in IT degree. The core and Focus Track courses are designed to accommodate a wide range of backgrounds. If students have previously completed the basic required Core course, they must then complete a Supplemental Core course to add depth in that core area. For example, if an equivalent course to Database Systems was completed in a prior degree, the Core area requirement could be satisfied by taking Data Mining. Students may request transfer credit only for the elective, subject to the Grduate Program Director's and the Office of Graduate Education's approval. Additionally, no more than half of all credits used towards the M.S. in IT degree may be taken from courses offered by the Lally School of Management and Technology. These courses are coded MGMT.Scholarships Internships","Rensselaer Polytechnic Institute is the nation’s oldest technological university. The university offers degrees from five school, Engineering, Science, Architecture, Humanities, Arts, and Social Sciences, and the Lally School of Management, as well as an interdisciplinary degree in Information Technology and Web Science. The Institute also has been a leader in the transfer of technology from the laboratory to the marketplace so that new discoveries and inventions benefit human life, protect the environment, and strengthen economic development.Rensselaer offers more than 145 programs at the bachelor’s, master’s, and doctoral levels. Students are encouraged to work in interdisciplinary programs that allow them to combine scholarly work from several departments or schools. The university provides rigorous, engaging, interactive learning environments and campus wide opportunities for leadership, collaboration, and creativity at its campuses in Troy, New York, and in Hartford, Connecticut, as well as at its Southeastern Connecticut regional site and at the Center for Architecture Science and Ecology in New York City.During the course of almost two centuries, Rensselaer has built a reputation for providing an undergraduate education of undisputed intellectual rigor based on educational innovation in the laboratory, classroom, and studio. In more recent years, driven by talented, dedicated, and forward-thinking faculty, Rensselaer has expanded dramatically its research enterprise by leveraging existing strengths and focusing on five signature research areas such as biotechnology and the life sciences; computational science and engineering; media, arts, science, and technology; energy, environment, and smart systems; and nanotechnology and advanced materials.Rensselaer’s historic main campus sits on a bluff overlooking the city of Troy and the Hudson River. The area offers a relaxed lifestyle with many cultural and recreational opportunities, with easy access to several major metropolitan centers. It also offers a variety of recreational and social opportunities. The Adirondacks, the Berkshires, and the Catskills, all within an hour of Troy, offer hundreds of areas for camping, hiking, and skiing. Many clubs sponsored by the Rensselaer Union take full advantage of these natural resources.",0,682b51bda519576ae0a8ec2a,US,Postgraduate,60360.0,88.0
Master of Science in Information Technology,/universities-and-colleges/florida-institute-of-technology/master-of-science-in-information-technology/PRG-US-00058067/,FLORIDA INSTITUTE OF TECHNOLOGY,/universities-and-colleges/florida-institute-of-technology/IID-US-00056/,THE World Ranking: 801,6.5,3.0,"Orlando, United States",Masters Degree,USD19050 (2025),4 Semester(s),"The applicant to the Master of Science in Information Technology degree program must have a bachelor’s degree from an accredited institution; however, the degree need not be in business administration.

English language proficiency:

Students whose home language is not English are considered to have demonstrated English language proficiency if they have accomplished any of the following: an Internet-based TOEFL (standard, home and paper) with an earned score of at least 79; or an IELTS with an earned score of at least 6.0; or a PTE Academic with an earned score of at least 58; or a Cambridge English: Advanced with an earned score of at least 180 (Grade of C); or a Duolingo English Test with an earned score of at least 100; ELS English for Academic Purposes level 112.","Our Master of Science in Information Technology provides the essential business and strategic technology management courses to develop you as a well-rounded professional. You'll gain the combination of technical and management knowledge needed to implement security strategies that protect an organization's information and technology assets.In this Information Technology Master's program you will learn how to lead complex projects from a 21st century information technology perspective. You will also learn how to develop information systems as strategic tools to provide competitive advantage. By studying how to quickly adapt new technologies, you will discover how to thrive in the global environment.An Master of Science in Information Technology is valued by employers seeking professionals with advanced educational qualifications, practical leadership abilities and a broad technical understanding of emerging technologies in the IT field. It can position graduates for roles such as director of information technology, IT architect and systems manager, data processing manager, systems software manager, and chief information officer.Scholarships Internships","Florida Institute of Technology (Florida Tech) is an internationally recognized institution that provides a variety of degrees taught by industry-leading faculty.Originally founded as Brevard Engineering College in 1958, Florida Tech has developed a reputation for outstanding quality in STEM subjects, earning the label Florida's STEM University®. The institution is research-driven, boasting a hands-on, practical learning environment that prepares students for careers of the future. Florida Tech takes pride in its diverse student body, with international students comprising about one-fourth of the student population and representing over 80 countries. Florida Tech is ranked a Tier One Best National University by U.S. News & World Report and is located in Melbourne, Florida, a popular travel destination. This gives students an outstanding setting in which they can enjoy life outside their studies with events, over 200 student organizations and easy access to the famous Florida coastline. Florida Tech athletic teams compete in NCAA Division II across a range of sports.",0,682b51caa519576ae0a8ec2c,US,Postgraduate,19050.0,79.0
Master of Science in Big Data Analytics and Information Technology,/universities-and-colleges/university-of-central-missouri/master-of-science-in-big-data-analytics-and-information-technology/PRG-US-00294494/,UNIVERSITY OF CENTRAL MISSOURI,/universities-and-colleges/university-of-central-missouri/IID-US-00981/,,6.0,3.0,"Warrensburg, United States",Masters Degree,USD12816 (2025),3 Semester(s),"Students must have an awarded bachelor's degree from either a U.S. regionally accredited 4-year institution or an international institution that upon transcript evaluation is equivalent to a 4-year regionally accredited institution. Any graduate level course work taken else where must be a 3.0 cumulative GPA or above to be admissible to UCM Graduate Studies.

Accepted English Proficiency Exams:

TOEFL exam score of 79 IBT

IELTS exam score of 6.0

Duolingo composite exam score of 120

UCM Proficiency Test of 79","In our increasingly complex digital society, we generate data in great supply. Now, we need to know how to collect it, manage it and leverage it effectively and ethically. The University of Central Missouri's AACSB-accredited Big Data Analytics and Information Technology master's degree program prepares you to do just that.In big data analytics courses, programming classes and others, learn from expert faculty who are leaders in fields such as:Artificial intelligenceBig data engineeringCloud computingDeep learningPredictive analyticsThey not only teach the technical skills you need to perform the work itself but also instruct you on project management and business intelligence. This ensures you know how to put your skills to use in a business context. All big data analytics courses at the University of Central Missouri are designed to ensure you learn the latest tools and trends in this ever-changing field. In fact, our advisory board  composed of top IT leaders in the Kansas City area  reviews all Big Data Analytics and Information Technology MS program courses to provide feedback on which topics would benefit graduate students in the program most. This ensures you learn skills that help you advance your career and build your expertise.Get ready for big data analytics jobs, advancement in the IT industry and technology leadership. Youll master topics in deep learning and AI, cloud computing, big data engineering, data visualization, programming, predictive analytics and data mining among others.Scholarships Internships","Founded in 1871, the University of Central Missouri (UCM) is a respected institution offering a wide range of quality academic programs. The university strikes a balance between innovation and affordability – ensuring that more students can learn without compromising on the quality and relevance of each program offered.The university has two campuses – one in Warrensburg, situated around 50 miles southeast of Kansas City, and another in Lee's Summit. There are also a number of online programs available for students who wish to enrol remotely.Campus life is lively, energetic and engaging. There are over 185 student organizations that anyone can join, as well as 17 NCAA sports teams that students can either join or support during university life.The university is also diverse and welcoming, with 50 countries represented across thousands of international students. Dedicated teams help to welcome international students to the university, supporting them throughout their time at UCM.There are many other services offered too, covering everything from finance to careers advice, counselling to tech support. UCM ensures that it provides outstanding facilities and support so that all students can achieve their maximum potential.With experienced faculty, small class sizes, contemporary facilities and equipment, a high-quality education is guaranteed for any student who has the drive and ambition to work hard when studying at UCM.",0,682b51d4a519576ae0a8ec2e,US,Postgraduate,12816.0,79.0
Master of Science in Information Technology Management,/universities-and-colleges/oakland-university/master-of-science-in-information-technology-management/PRG-US-00038736/,OAKLAND UNIVERSITY,/universities-and-colleges/oakland-university/IID-US-00251/,THE World Ranking: 1001,6.5,3.0,"Rochester, United States",Masters Degree,USD20745 (2025),3 Semester(s),"A bachelor’s degree or equivalent from a regionally accredited undergraduate institution.
International students who have not earned a baccalaureate degree from a U.S. college or university or at least 24 credits from a U.S school, will have additional application requirements:

A transcript evaluation (for transcripts from a college or university outside of the United States)
TOEFL Exam Scores (for non-native English speakers unless they have a baccalaureate degree from a U.S. college or university or at least 24 credits from a U.S. school)
Earned a master’s degree or higher with a minimum overall GPA of 3.0
Has an acceptable score on the GRE, LSAT, or MCAT entrance exam
Earned a bachelor’s degree with an overall GPA of at least 3.0 from an AACSB-accredited business school
Earned a bachelor’s degree in any major with an overall GPA of at least 3.2 from a regionally accredited program
Completed a business-related certification such as CPA, CFA, CFP or FRM
Has at least 3 years of relevant professional work experience and an undergraduate overall GPA of at least 2.75
Has completed at least 3 years of service in the US armed services

IELTS - 6.5, TOEFL iBT (internet) - 79, PTE (academic) - 53","The Master of Science in Information Technology Management (MSITM) is offered by the Department of Decision and Information Sciences within the School of Business Administration. This degree puts managerial and technical skills at the forefront by preparing students for career managing information and creating information technology in today's digital world. Through a program based on experiential learning, students in the MSITM program learn practical skills needed to advance their careers. The MSITM program is designed to prepare students for careers in Information Systems Strategy and Management and Information Security Management. Concentration available in Information Security Management.Scholarships Internships","Oakland University is recognized as a student-centred, doctoral research institution with a global perspective. A public institution, it engages many graduate and undergraduate students in distinctive educational experiences that connect to the unique and diverse opportunities within and beyond it’s region. The university was established in 1957 through a generous donation from founders Alfred and Matilda Dodge Wilson. Oakland provides a distinct educational experience with flexible class schedules and state-of-the-art facilities, student services, classroom technologies, research labs, internships and research opportunities with corporate partners. Students will choose from 140 undergraduate degree programs that lead to hundreds of career options. The experiences and relationships students make within their major, coupled with OU’s industry connections and prime location, mean their degree will be put to work the minute students graduate. It’s academic advisers, tutors, writing centre, study groups, peer mentors, learning seminars and advanced technology will help students overcome any obstacle and push their learning past any limit. Oakland University is located in south eastern Michigan between Flint and Detroit. The 1,441-acre campus actually extends into two cities, Auburn Hills and Rochester Hills, between Adams Road and Squirrel Road, just south of Walton Boulevard. Located in Oakland County, one of the nation’s hardest working and most prosperous counties, and the wealthiest and second largest county in Michigan, Oakland University is literally in the heart of it all.",0,682b51dea519576ae0a8ec30,US,Postgraduate,20745.0,79.0
Bachelor of Information Technology,/universities-and-colleges/auckland-institute-of-studies-new-zealand/bachelor-of-information-technology/PRG-NZ-00113393/,AUCKLAND INSTITUTE OF STUDIES NEW ZEALAND,/universities-and-colleges/auckland-institute-of-studies-new-zealand/IID-NZ-00901/,,6.0,2.7,"Hamilton, New Zealand",Bachelor Degree,NZD21304 (2025),36 Month(s),"A minimum of 14 NCEA credits in each of 3 subjects at Level 3 including 9 credits in mathematics, and a minimum of 14 numeracy credits at Level 1 or higher, and a minimum of 8 literacy credits at Level 2 or higher; or
	Successful tertiary study, including mathematics at a level equivalent to 9 credits at Level 3; or
	Successful completion of a Level 4 qualification in Computing; or
	Equivalent overseas qualification; and
	IELTS 6.0 with no individual band lower than 5.5 / TOEFL iBT 60 (with a writing score of 18) / Pearson 50 / TEP 52 or equivalent with no band less than 12; and
	17 years and over","The Bachelor of Information Technology (BIT) prepares students to become IT professionals.With a breadth of knowledge across a range of IT sub-disciplines, and a depth of understanding in a specialisation, allowing them to lead and become strong participants in IT team projects.Scholarships View all scholarshipsInternships","Established in 1990, Auckland Institute of Studies (AIS) is one of New Zealand’s leading private degree-granting institutions.We provide a wide range of NZQA-approved qualifications, including certificate, diploma, undergraduate degree, graduate diploma, and postgraduate diploma and degree programmes for domestic and international students. AIS offers a variety of courses in business, tourism management, hospitality management, information technology and business administration. Our fast-growing MBA programme is one of the largest in New Zealand, and our English Language Centre offers qualifications in EFL, EAP, IELTS Preparation and Business English.We are located in Mount Albert in Central Auckland and operate from two attractive campuses. Our St Helens campus is situated in a park-like setting next to Chamberlain Park Golf Course, and was once the St Helens Auckland Maternity Hospital. Our Asquith campus is located a five minute walk away, close to St Lukes shopping centre and with excellent transport links to the city and the central and western suburbs.The AIS flexible three-semester system and cross-credit recognition allows students to fast-track their studies and to get a head start on their careers. We provide assistance to students on employment issues during and after their studies – this includes assistance with CV preparation and interview skills, job placement and internships.",0,682b56f233662bc076b8032c,NZ,Undergraduate,12782.4,60.0
Bachelor of Information and Communication Technologies - Networking and Infrastructure Pathway,/universities-and-colleges/ara-institute-of-canterbury-limited/bachelor-of-information-and-communication-technologies-networking-and-infrastructure-pathway/PRG-NZ-00368861/,ARA INSTITUTE OF CANTERBURY LIMITED,/universities-and-colleges/ara-institute-of-canterbury-limited/IID-NZ-00829/,,6.0,2.7,"Christchurch, New Zealand",Bachelor Degree,NZD26000 (2025),3 Year(s),"New Zealand University Entrance: NCEA Level 3 (60 credits at level 3 and 20 credits at level 2 or higher) which must include:14 credits at Level 3 in each of:mathematics or physics or statistics or accountingEnglish or history or art history or classics or geography or economicsOne other subject from the list of approved subjects*Literacy* - 10 credits at Level 2 or above, made up of 5 credits in reading, 5 credits in writing, andNumeracy* - 10 credits at Level 1 or above (specified achievement standards, or unit standards 26623, 26626, 26627)OR one of the following:New Zealand Diploma in Information Technology Technical Support Level 5New Zealand Diploma in Web Development and Design Level 5New Zealand Diploma in Networking Level 6New Zealand Diploma in Systems Administration Level 6OR New Zealand Certificate in Study and Career Preparation (Level 4) Ara Business and ICT Pathway or equivalentDue to Covid-19 disruption, if you studied and achieved NCEA Level 3 during 2020, you only need 12 credits per Level 3 subject (i.e. total of 36 credits). Literacy and Numeracy requirements remain the sameIf you have undertaken examinations other than NCEA (e.g. International Baccalaureate, Cambridge Examination), Ara will assess your qualification for academic entry equivalency.Overall IELTS 6.0 Academic - 5.5 Listening, 5.5 Reading, 5.5 Writing, 5.5 Speaking, TOEFL Internet-based test (iBT) - Score of 60 (with a writing score of 18)","Advance your existing skills in computing and broaden your employment opportunities in this fast-evolving field.Our IT industry partners have significant input into the structure and content of this programme to ensure that what is being taught continually meets industry needs.The first year covers a broad range of ICT topics that will provide you with a solid base of knowledge in software engineering (programming), hardware and networking, website development, IT tools and concepts and mathematics skills relevant to IT.In years two and three you'll choose one of three specialist pathways: Information Systems, Networking and Infrastructure or Software Development. During this time you'll develop in-depth knowledge of your chosen area through a range of compulsory and elective courses.You'll also develop skills in problem solving, critical thinking, analysis, team work, project management, time management, self-reliance and communication skills. There is a strong emphasis on practical skills and work-readiness, so wherever possible, theory is integrated and applied to practical tasks.Many courses include group activities or group projects, as the ability to work as part of a team is strongly valued by employers.In the final semester you'll put all of your acquired skills and knowledge into practice in a 45-credit capstone project (in most cases for a local business). The project is an excellent opportunity to equip yourself with real-world IT experience and to learn from industry people. It also results in a substantial piece of work with which to demonstrate your potential to prospective employers. Part-time up to 5 years.This leads to the Bachelor of Information and Communication TechnologiesScholarships View all scholarshipsInternships","Ara Institute of Canterbury was formed in 2016 when CPIT and Aoraki Polytechnic joined forces to create the largest provider of vocational and tertiary education in the South Island of New Zealand. Ara provides a personalised learning experience; one that is flexible and respectful of its students educational needs and career goals. The institute helps students to succeed with their studies and make the most of the time they spend living in New Zealand.Students will enjoy classes with a low student-to-staff ratio and easy access to its impressive purpose-built facilities. The focus is always on balancing theory with practical learning to ensure students are work-ready when they graduate. A government-owned, NZQA category 1 institution, Ara has excellent facilities at campuses in Christchurch, Timaru, Ashburton and Oamaru. The institute offers more than 150 internationally recognised degrees and postgraduate qualifications in a wide range of subjects.Ara Institute of Canterbury have six campuses throughout the South Island. The Madras street campus is on the fringe of Christchurch’s CBD and within easy walking distance of shops, cafes, supermarkets, entertainment venues, parks and other attractions. It is Ara’s largest campus and is well serviced by public transport, and is just five minutes from the city’s main bus exchange. In addition to modern, purpose designed facilities, it also has a recreation centre, gym, health centre, a bookshop and a number of on-site cafes.",0,682b56fb33662bc076b8032e,NZ,Undergraduate,15600.0,60.0
